periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,() of pregnant women adolescents (10-19 years),adolescent pregnancy,estimated post abortion,prop of monthly anc visit by preg adolescent,adolescents (10-14 years) with  pregnancy,adolescent family planning uptake 10-14 yrs,adolescent family planning uptake 15-19 yrs,adolescents (15-19 years) with  pregnancy
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Tongaren Sub County,Mbakalo Ward,dqhHnPkEqDH,Mbakalo Ward,KE_Ward_1115,,35.7,132,0,10.9,15,,78,117
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,iIdFbrVody5,Mbaruk/Eburu Ward,KE_Ward_846,,13.6,22,0,5.3,1,,10,21
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,vEAFtHnPDrX,Mbeti North Ward,KE_Ward_314,,24.6,33,,6.3,,,28,33
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Embu County,Mbeere South Sub County,Mbeti South Ward,wCqyM612JwW,Mbeti South Ward,KE_Ward_325,,41.8,56,,12.3,,134,20,56
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Tigania West Sub County,Mbeu Ward,diFMjWsMQda,Mbeu Ward,KE_Ward_270,,16.3,62,0,26.6,,1,18,62
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Kiharu Sub County,Mbiri Ward,sG1YvrNWJTV,Mbiri Ward,KE_Ward_524,,50,11,,13.8,1,,11,10
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Makueni Sub County,Mbitini Ward,VUT7af8sHh5,Mbitini Ward,KE_Ward_430,,14.9,15,0,4.5,,,45,15
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui Rural Sub County,Mbitini Ward,MLjJaYTdwrs,Mbitini Ward,KE_Ward_351,,11.8,11,0,4.6,,,20,11
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Mwala Sub County,Mbiuni Ward,mTYNhOlvCK8,Mbiuni Ward,KE_Ward_405,,23.9,48,,9.9,,,28,48
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Taita Taveta County,Taveta Sub County,Mboghoni Ward,SRbWfuqghtn,Mboghoni Ward,KE_Ward_114,,75,42,,19.6,,,27,42
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,arVnioHdpH6,Mbololo Ward,KE_Ward_125,,14,31,0,4.4,1,1,19,30
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Mbooni Sub County,Mbooni Ward,wp8DtxcZfwK,Mbooni Ward,KE_Ward_412,,44.3,94,0,12.8,,,16,94
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Uasin Gishu County,Kapseret Sub County,Megun Ward,gQ7WBbu9IbN,Megun Ward,KE_Ward_725,,105.6,19,0,29.2,1,,2,18
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyamira County,Borabu Sub County,Mekenene Ward,UZzNEWFdz58,Mekenene Ward,KE_Ward_1362,,28.4,27,,9.6,,5,79,27
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Narok County,Narok South Sub County,Melelo Ward,kBWwkKdW9Rh,Melelo Ward,KE_Ward_903,,64.3,72,,25.4,,,4,72
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Narok County,Narok North Sub County,Melili Ward,hfUlTD9PANt,Melili Ward,KE_Ward_896,,35.7,84,,13.2,9,1,29,75
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Nakuru East Sub County,Menengai Ward,sJ50zpy9iBV,Menengai Ward,KE_Ward_879,,27.4,52,0,8.3,,,32,52
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Rongai Sub County,Menengai West Ward,PL9Y6PrB2oV,Menengai West Ward,KE_Ward_860,,39.2,38,0,11,4,1,22,34
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bomet County,Bomet East Sub County,Merigi Ward,sp794D1MvxT,Merigi Ward,KE_Ward_976,,80.5,136,0,25,1,1,130,135
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Metkei Ward,mdOmXEGyL3l,Metkei Ward,KE_Ward_750,,12.7,15,0,4,,,3,15
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Homa Bay County,Mbita Sub County,Mfangano Island Ward,SyS2T2z6JDZ,Mfangano Island Ward,KE_Ward_1252,,57.1,89,0,16.7,12,31,80,77
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui Central Sub County,Miambani Ward,iu8wSlOZmfl,Miambani Ward,KE_Ward_354,,55.4,41,,18.3,2,,72,39
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Kisumu Central Sub County,Migosi Ward,oz6zXuKWiR9,Migosi Ward,KE_Ward_1197,,47.2,180,0,15.5,1,1,66,179
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Mwingi West Sub County,Migwani Ward,Apa4iLKG02o,Migwani Ward,KE_Ward_338,,43.6,65,0,16.8,,,54,65
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Embakasi East Sub County,Mihango Ward,GwVllI2Zdfe,Mihango Ward,KE_Ward_1425,,120.5,135,,,122,4,,13
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Webuye East Sub County,Mihuu Ward,frzFOocEhiu,Mihuu Ward,KE_Ward_1104,,40,66,0,15,,,29,66
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Jomvu Sub County,Mikindani Ward,AtSX1b8b5wZ,Mikindani Ward,KE_Ward_8,,18.4,66,,6.5,4,,38,62
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Tana River County,Galole Sub County,Mikinduni Ward,Tj925bvDisP,Mikinduni Ward,KE_Ward_93,,92,46,,22.4,1,,7,45
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Tigania East Sub County,Mikinduri Ward,c0I654P6EkR,Mikinduri Ward,KE_Ward_272,,47.8,108,,19.7,1,5,36,107
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Tongaren Sub County,Milima Ward,ky9RthnIKqS,Milima Ward,KE_Ward_1117,,87.8,79,0,28.5,15,,20,64
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyandarua County,Olkalou Sub County,Mirangine Ward,QFG9oFhHG2F,Mirangine Ward,KE_Ward_455,,3.5,4,0,1.1,,,138,4
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Jomvu Sub County,Miritini Ward,KgGyWS1YxMx,Miritini Ward,KE_Ward_7,,28.1,91,,11.2,1,5,60,90
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Webuye West Sub County,Misikhu Ward,PyDYqhwBSoP,Misikhu Ward,KE_Ward_1107,,55,99,0,17,,,28,99
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Kathiani Sub County,Mitamboni Ward,kTPK3jU6vdp,Mitamboni Ward,KE_Ward_390,,29.8,25,,8.8,,,62,25
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Tharaka Nithi County,Muthambi Sub County,Mitheru Ward,iRQ3mxm14gi,Mitheru Ward,KE_Ward_296,,38.5,5,,10.6,,,15,5
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti South Sub County,Mitunguu Ward,tIVOumb0Lh1,Mitunguu Ward,KE_Ward_290,,35.9,52,,11.3,,,53,52
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Muhoroni Sub County,Miwani Ward,PoYQc8biHf3,Miwani Ward,KE_Ward_1211,,65.9,27,0,16.1,,,8,27
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Kisauni Sub County,Mjambere Ward,YCeebXtrvTd,Mjambere Ward,KE_Ward_9,,21.3,10,,7.1,,,1,10
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,lZiLgEqsjq5,Mji Wa Kale/Makadara Ward,KE_Ward_26,,21.8,37,,5.7,,,18,37
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Lamu County,Lamu West Sub County,Mkomani Ward,khU4bMjWLt6,Mkomani Ward,KE_Ward_105,,34.6,66,,9.3,,,44,66
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Nyali Sub County,Mkomani Ward,FXRGaOT9JD8,Mkomani Ward,KE_Ward_18,,43,34,,13.8,,,8,34
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kwale County,Matuga Sub County,Mkongani Ward,rzPzDuVVuqw,Mkongani Ward,KE_Ward_43,,32.6,274,,21.5,,4,143,274
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Lamu County,Lamu West Sub County,Mkunumbi Ward,wXf275eEPuy,Mkunumbi Ward,KE_Ward_107,,54.1,53,,22.6,1,,24,52
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,West Pokot County,West Pokot Sub County,Mnagei Ward,OEuGotz3swq,Mnagei Ward,KE_Ward_643,,35.7,66,0,15.5,1,2,154,65
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kilifi County,Kilifi North Sub County,Mnarani Ward,QvkC6t7JwZB,Mnarani Ward,KE_Ward_57,,54.1,111,,16,2,,128,109
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Baringo County,Marigat Sub County,Mochongoi Ward,RUfWwfXjF1B,Mochongoi Ward,KE_Ward_800,,20.9,42,0,168,21,3,16,21
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Garissa County,Lagdera Sub County,Modogashe Ward,iIS797JydB4,Modogashe Ward,KE_Ward_140,,0,0,0,0,,,,
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bomet County,Konoin Sub County,Mogogosiek Ward,rWijSZrVU5U,Mogogosiek Ward,KE_Ward_988,,53.5,115,0,16.6,3,,65,112
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Narok County,Transmara East Sub County,Mogondo Ward,VcvJbIcShgA,Mogondo Ward,KE_Ward_889,,46.5,33,,21.9,,,30,33
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Baringo County,Mogotio Sub County,Mogotio Ward,duv5obCpRzb,Mogotio Ward,KE_Ward_802,,12.2,25,0,6.3,2,,12,23
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Uasin Gishu County,Soy Sub County,Moi's Bridge Ward,wyQ3FlLalVy,Moi's Bridge Ward,KE_Ward_701,,37.6,100,,17,1,,88,99
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Uasin Gishu County,Moiben Sub County,Moiben Ward,mKtIgRuq39B,Moiben Ward,KE_Ward_717,,33.3,48,,11.4,,,25,48
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Moiben/Kuserwo Ward,aMEeDm5knkx,Moiben/Kuserwo Ward,KE_Ward_738,,74.3,156,0,33.1,,,28,156
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Kuria West Sub County,Mokerero Ward,CpQX2anrUJk,Mokerero Ward,KE_Ward_1292,,82.2,37,0,45.7,,1,7,37
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Molo Sub County,Molo Ward,STQIvkltmOp,Molo Ward,KE_Ward_829,,34.5,180,0,16.6,1,,20,179
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisii County,Kitutu Chache North Sub County,Monyerero Ward,PwxIcksWPYQ,Monyerero Ward,KE_Ward_1337,,47.7,83,0,17.8,1,,47,82
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kajiado County,Kajiado West Sub County,Mosiro Ward,gV7ZuBU4q7U,Mosiro Ward,KE_Ward_930,,34.8,8,,15.1,,,3,8
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Narok County,Narok East Sub County,Mosiro Ward,fF2CijNSPDI,Mosiro Ward,KE_Ward_897,,33.9,96,,17.4,6,2,38,90
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Rongai Sub County,Mosop Ward,PUv9Q5hrTYP,Mosop Ward,KE_Ward_863,,37.8,17,0,17.7,9,6,27,8
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,nbMilBEW7vk,Moticho Ward,KE_Ward_1309,,42.2,62,,16.9,3,102,148,59
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,XXbVgPo8AY8,Motosiet Ward,KE_Ward_697,,24.7,64,,10.9,2,42,58,62
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Westlands Sub County,Mountain View Ward,Wrx3LFjULLl,Mountain View Ward,KE_Ward_1370,,6.9,6,,2.3,1,,,5
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,ujYuDykrrXi,Mowlem Ward,KE_Ward_1428,,6.5,20,,2,20,10,,
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Marsabit County,Moyale Sub County,Moyale Township Ward,kHOR6vEvDdY,Moyale Township Ward,KE_Ward_225,,36.1,244,0,18.3,72,,6,172
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kilifi County,Kilifi South Sub County,Mtepeni Ward,Z6pxPuARGdF,Mtepeni Ward,KE_Ward_62,,46.7,57,,12.6,,,64,57
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Kibwezi East Sub County,Mtito Andei Ward,LAm2YbBslNB,Mtito Andei Ward,KE_Ward_438,,63.5,139,,16.6,7,,42,132
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Likoni Sub County,Mtongwe Ward,SwcDu8wwQiR,Mtongwe Ward,KE_Ward_21,,19.4,69,,8.8,,,8,69
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Kisauni Sub County,Mtopanga Ward,hi7bKqPsdhE,Mtopanga Ward,KE_Ward_13,,3.9,3,,1.6,,,71,3
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Machakos Sub County,Mua Ward,aQ530J1wOWr,Mua Ward,KE_Ward_399,,21.3,10,,8,2,,38,8
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Kiambaa Sub County,Muchatha Ward,v46jgbTAri7,Muchatha Ward,KE_Ward_589,,38,78,,12.3,5,1,75,73
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,qZ5JBQj1DxJ,Mugogodo East Ward,KE_Ward_824,,69,60,0,23.6,,17,63,60
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Laikipia County,Laikipia North Sub County,Mugogodo West Ward,Zrkf6cQj2AP,Mugogodo West Ward,KE_Ward_825,,40.9,27,0,20.6,,,13,27
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Kiharu Sub County,Mugoiri Ward,EVc3FnW4kcm,Mugoiri Ward,KE_Ward_523,,34.1,45,,9.9,,,11,45
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Kabete Sub County,Muguga Ward,LSpZcRA9tgp,Muguga Ward,KE_Ward_592,,5.5,3,,2.5,,143,4,3
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,oFPmL4TCoWb,Mugumo-ini Ward,KE_Ward_1383,,9.8,316,,2.7,40,,98,276
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Gatanga Sub County,Mugumo-ini Ward,WnEb4RUZg21,Mugumo-ini Ward,KE_Ward_547,,13.2,9,,4.2,,,11,9
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Ls8TbRfbKBs,Mugunda Ward,KE_Ward_472,,5.5,5,,1.6,,24,41,5
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Kangema Sub County,Muguru Ward,Mdn0FWVc1MX,Muguru Ward,KE_Ward_517,,25.2,35,,7.8,,,14,35
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,mr7zhcDiR5h,Mugwe Ward,KE_Ward_304,,33.3,18,,10.5,,,55,18
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,cyChGO6tdNS,Muhoroni Koru Ward,KE_Ward_1215,,41.6,137,0,13,3,3,128,134
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Vihiga County,Hamisi Sub County,Muhudu Ward,tDKdg7EyyCj,Muhudu Ward,KE_Ward_1065,,39.8,33,,12,1,1,28,32
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Nyatike Sub County,Muhuru Ward,nQxxjPy6J5A,Muhuru Ward,KE_Ward_1288,,67,138,0,24,6,,40,132
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Mwingi Central Sub County,Mui Ward,XBMMn5fIwkJ,Mui Ward,KE_Ward_344,,31.5,29,0,11.2,,2,27,29
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Kilome Sub County,Mukaa Ward,sZE7f9VLEbp,Mukaa Ward,KE_Ward_418,,21.9,23,0,8.5,13,,9,10
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Tharaka Nithi County,Tharaka North Sub County,Mukothima Ward,l4FVdIFWQov,Mukothima Ward,KE_Ward_307,,36.5,62,,10.4,9,,41,53
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kirinyaga County,Kirinyaga West Sub County,Mukure Ward,fCiM1MhUvOj,Mukure Ward,KE_Ward_509,,53.2,83,,15.5,5,,86,78
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,GAsUkSqRL2f,Mukurwe-ini Central Ward,KE_Ward_490,,18.3,26,,5.2,2,,24,24
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini West Ward,WQtfFgLYHGe,Mukurwe-ini West Ward,KE_Ward_489,,54.5,12,,8.8,,,11,12
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Baringo County,Marigat Sub County,Mukutani Ward,sPoq2HB87R1,Mukutani Ward,KE_Ward_801,,64.1,25,0,,4,1,3,21
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Kabuchai Sub County,Mukuyuni Ward,IVA8tzQOkNT,Mukuyuni Ward,KE_Ward_1088,,67.3,136,0,23.6,25,2,19,111
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui Central Sub County,Mulango Ward,KBHoROCFohc,Mulango Ward,KE_Ward_357,,32,47,,9.1,,14,58,47
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Baringo County,Koibatek Sub County,Mumberes/Maji Mazuri Ward,b85TEdR4eRk,Mumberes/Maji Mazuri Ward,KE_Ward_808,,41.9,31,0,29.8,9,,21,22
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Machakos Sub County,Mumbuni North Ward,W5KRNT7qwnJ,Mumbuni North Ward,KE_Ward_402,,50,6,,31.6,,,43,6
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kakamega County,Mumias West Sub County,Mumias Central Ward,w6anQIp7OrZ,Mumias Central Ward,KE_Ward_1020,,12.2,58,0,3.9,28,,,30
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kakamega County,Mumias West Sub County,Mumias North Ward,Ma35n0snJbX,Mumias North Ward,KE_Ward_1021,,25.5,12,0,7.7,5,,,7
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Embu County,Mbeere North Sub County,Muminji Ward,HpGxgPszuYN,Muminji Ward,KE_Ward_329,,32.1,27,,8.8,,1,21,27
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Mwingi North Sub County,Mumoni Ward,uyBigxC7fHZ,Mumoni Ward,KE_Ward_333,,41,64,0,17.3,,21,56,64
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Vihiga County,Vihiga Sub County,Mungoma Ward,VmCvwovgPi4,Mungoma Ward,KE_Ward_1054,,54,54,0,15.1,,,22,54
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti North Sub County,Municipality Ward,EossaGDQulP,Municipality Ward,KE_Ward_276,,13.3,92,0,8.3,23,,129,69
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Kiharu Sub County,Murarandia Ward,d0uIgkgHOaB,Murarandia Ward,KE_Ward_526,,8.5,4,,2.5,,,4,4
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Juja Sub County,Murera Ward,OW3dhCE5nw8,Murera Ward,KE_Ward_559,,6.4,6,,2,,,31,6
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kakamega County,Shinyalu Sub County,Murhanda Ward,MtRX8xhwq3F,Murhanda Ward,KE_Ward_1042,,6.9,9,0,2.1,,,,9
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Gilgil Sub County,Murindati Ward,mxshI67tMFJ,Murindati Ward,KE_Ward_848,,27.3,24,0,11,,,3,24
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,yXzhbb6Zwi8,Murinduko Ward,KE_Ward_501,,58.7,88,,18.1,1,8,135,87
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Kandara Sub County,Muruka Ward,X7rwLIDSf7d,Muruka Ward,KE_Ward_540,,59.2,29,,15.8,,,7,29
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyandarua County,Kinangop Sub County,Murungaru Ward,ZvHXuhKoAuI,Murungaru Ward,KE_Ward_444,,31.3,30,0,9.1,,,22,30
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,vi6Huowv9e7,Musanda Ward,KE_Ward_1023,,38.9,56,0,12.6,51,,,5
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Kanduyi Sub County,Musikoma Ward,jmsoF18bsh0,Musikoma Ward,KE_Ward_1100,,0,0,0,0,,,,
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bomet County,Bomet Central Sub County,Mutarakwa Ward,g5eGcoROeya,Mutarakwa Ward,KE_Ward_985,,24.6,32,,9,4,,26,28
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui South Sub County,Mutha Ward,V2yqe9L0ha7,Mutha Ward,KE_Ward_367,,36.5,54,0,12.8,,,20,54
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Tharaka Nithi County,Muthambi Sub County,Muthambi Ward,BkpZUfBGM9x,Muthambi Ward,KE_Ward_297,,22.4,15,,6.6,,1,34,15
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Tigania East Sub County,Muthara Ward,Zxy2exUTX7R,Muthara Ward,KE_Ward_274,,46.3,95,,15.5,1,,52,94
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Masinga Sub County,Muthesya Ward,mbGPooHKbdA,Muthesya Ward,KE_Ward_374,,92.4,61,,31.1,40,1,13,21
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Mwala Sub County,Muthetheni Ward,p3N8fKKiVHr,Muthetheni Ward,KE_Ward_408,,59.8,58,,19.9,,,14,58
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Kigumo Sub County,Muthithi Ward,qe32Mlgh56x,Muthithi Ward,KE_Ward_529,,14.8,17,,8.6,,,10,17
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Athi River Sub County,Muthwani Ward,ZlcAxf7QN8c,Muthwani Ward,KE_Ward_396,,84.2,16,,31.4,13,,5,3
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kirinyaga County,Kirinyaga Central Sub County,Mutira Ward,xFI9cbIii9H,Mutira Ward,KE_Ward_512,,41,66,,13,,,19,66
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Mutithi Ward,K3uHCihezz7,Mutithi Ward,KE_Ward_496,,21.3,40,,6.5,,,52,40
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui East Sub County,Mutitu/Kaliku Ward,qWZAzrzTN2v,Mutitu/Kaliku Ward,KE_Ward_364,,34.7,33,0,11.3,,1,8,33
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Machakos Sub County,Mutituni Ward,m6H14WsORB0,Mutituni Ward,KE_Ward_400,,53.5,84,,16.3,,,50,84
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui South Sub County,Mutomo Ward,ToGeasli0pe,Mutomo Ward,KE_Ward_366,,12.5,23,0,2.8,,,34,23
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui West Sub County,Mutongoni Ward,IgBhlSMshmk,Mutongoni Ward,KE_Ward_346,,36.2,55,0,12.7,,,31,55
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Dagoretti South Sub County,Mutu-ini Ward,HuBMlfYHHEy,Mutu-ini Ward,KE_Ward_1376,,38.2,66,,2200,20,,2,46
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Makueni Sub County,Muvau/Kikumini Ward,bMFoCdyYs5e,Muvau/Kikumini Ward,KE_Ward_425,,33.9,21,0,10,,,23,21
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Machakos Sub County,Muvuti/Kiima-kimwe Ward,CJ0xDJy3ZZI,Muvuti/Kiima-kimwe Ward,KE_Ward_403,,96.4,27,,19.9,,4,39,27
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mombasa County,Kisauni Sub County,Mwakirunge Ward,zkZxEdH45U1,Mwakirunge Ward,KE_Ward_12,,18.6,13,,5.5,,,3,13
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kilifi County,Kaloleni Sub County,Mwanamwinga Ward,B2L7OVm0ZO1,Mwanamwinga Ward,KE_Ward_66,,33.3,40,0,11,1,,12,39
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Taita Taveta County,Wundanyi Sub County,Mwanda/Mgange Ward,RXoThrI8OjU,Mwanda/Mgange Ward,KE_Ward_119,,33.3,9,,7.3,,,7,9
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti Central Sub County,Mwangathia Ward,FJJRq7O0QcB,Mwangathia Ward,KE_Ward_285,,52.5,94,,10.2,,1,102,94
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kilifi County,Kilifi South Sub County,Mwarakaya Ward,sWZmeA6lkx9,Mwarakaya Ward,KE_Ward_59,,30.6,56,,18.6,,,39,56
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Taita Taveta County,Mwatate Sub County,Mwatate Ward,i6WDSy6LjRp,Mwatate Ward,KE_Ward_121,,61.1,11,,11.8,,,1,11
